title,authors,average_rating,publication_year
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,2006
The Last Assassin (John Rain  #5),Barry Eisler,4.27,2006
Life of Pi,Yann Martel,3.91,2004
L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,3.91,2005
Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.49,1999
A Million Little Pieces,James Frey,3.65,2005
A Million Little Pieces of Feces,Python Bonkers,3.56,2006
A Million Little Lies,James Pinocchio/Pablo Fenjves,3.41,2006
The Leadership Challenge,James M. Kouzes/Barry Z. Posner,4.05,2003
Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.14,1993
Leadership in Organizations,Gary Yukl,3.68,2005
Leadership,Rudolph W. Giuliani,3.72,2002
Men Are from Mars  Women Are from Venus,John Gray,3.55,2012
Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.62,1998
Men Are from Mars  Women Are from Venus,John Gray,3.55,2007
How to Succeed with Women,Ron  Louis/David Copeland,3.76,1998
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,2002
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,1980
Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,2004
Juiced Official Strategy Guide,Doug Walsh,0.0,2005
The 48 Laws of Power,Robert Greene/Joost Elffers,4.18,2000
Gates of Fire,Steven Pressfield,4.42,2005
Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,4.07,1992
The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,2001
The Afghan Campaign,Steven Pressfield,3.96,2006
Tides of War,Steven Pressfield,3.9,2001
Last of the Amazons,Steven Pressfield,3.76,2003
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,4.0,2003
Gita on the Green,Stephen J. Rosen/Steven Pressfield,3.78,2002
Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,3.91,2006
Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,4.1,1973
Phaedrus,Plato/Robin Waterfield,3.92,2003
Phaedrus,Plato/C.J. Rowe,3.92,2005
Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,4.47,1991
Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,4.5,2019
On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,4.06,2006
Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,4.35,1998
Statesman,Plato/C.J. Rowe,3.85,1999
Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,3.95,2004
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,2003
The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,1954
The History (Great Minds),Herodotus/Henry Francis Cary,3.99,1992
The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,3.99,1998
The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99,1970
The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,3.99,1992
The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,3.99,1997
The History,Herodotus/Peter Grene,3.99,1987
The Iliad,Homer/Robert Fagles/Bernard Knox,3.86,1999
Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,3.86,1997
The Iliad,Homer/Robert Fitzgerald/Andrew Ford,3.86,2004
The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,4.04,1999
The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.86,2003
The Iliad,Homer/W.H.D. Rouse,3.86,1999
The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,3.86,2000
The Odyssey,Homer/Robert Fagles/Bernard Knox,3.76,2006
The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,3.76,1998
The Odyssey,Homer/Richmond Lattimore,3.76,1999
The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.76,2003
The Odyssey,Homer/W.H.D. Rouse,3.76,1999
Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,4.35,2001
Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,4.22,1999
City Eclogue,Ed Roberson,4.13,2006
The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,3.8,1999
Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.94,1997
The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.5,2002
The Complete Works,William Shakespeare,4.5,1991
Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,4.02,2005
The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,4.44,1994
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,3.64,1995
The Valkyries,Paulo Coelho/Alan R. Clarke,3.31,1996
Warrior of the Light,Paulo Coelho,3.7,2004
The Zahir,Paulo Coelho/Margaret Jull Costa,3.57,2006
By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,3.57,2006
The Fifth Mountain,Paulo Coelho/Clifford E. Landers,3.62,2000
Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,3.7,2006
Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.02,2001
Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69,2000
Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,4.02,2000
Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,4.29,2015
History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,4.32,1919
On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,3.72,1993
History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,4.35,1921
The Peloponnesian War,Thucydides/Steven Lattimore,3.9,1998
The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,3.9,1998
History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,4.29,1923
Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,1989
Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,4.03,1955
Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,4.21,1969
Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,4.21,1968
Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,4.4,2006
Ten Plays,Euripides/Moses Hadas/John Maclean,4.17,1990
Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,4.0,1992
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,4.31,2002
Medea and Other Plays,Euripides/John Davie/Richard Rutherford,4.03,2003
Cyclops / Alcestis / Medea,Euripides/David Kovacs,4.23,1994
Medea,Euripides/Donald J. Mastronarde,3.87,2002
The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,4.14,2006
Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,3.88,2001
Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,3.78,2000
The Trojan Women and Hippolytus,Euripides,3.63,2002
The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.86,2004
Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,4.1,2001
Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,4.26,1995
Alcestis,Euripides/William Arrowsmith,3.83,1990
Suppliant Women / Electra / Heracles,Euripides/David Kovacs,4.47,1998
Medea,Euripides/Georgia Ann Machemer/Michael   Collier,3.87,2006
Euripides: Medea,William Allan,4.04,2002
CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.2,1965
Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,4.03,1999
Helen / Phoenician Women / Orestes,Euripides/David Kovacs,4.07,2002
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,4.03,2006
The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,4.43,1992
Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,4.02,1969
Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,4.1,1992
The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,4.02,2004
The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,4.02,1984
Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,4.02,1998
Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,4.1,1961
The Oresteia,Aeschylus/Ted Hughes,4.02,2004
Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.02,1997
The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,4.1,1992
Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03,2004
The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,4.02,2004
Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.1,1998
The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,4.02,1996
The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,4.1,2004
Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,4.14,1969
The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,3.97,1996
The Complete Plays,Sophocles/Paul Roche,4.27,2001
The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,3.97,2002
The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,3.97,2000
Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,3.97,2003
The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,3.97,1994
Electra and Other Plays,Sophocles/E.F. Watling,4.14,1953
Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,3.94,1998
Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,3.7,2006
The Oedipus Plays of Sophocles,Sophocles/Paul Roche,3.97,1958
Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,3.7,2006
Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,3.7,2005
Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,4.06,1984
Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,3.94,1996
The Complete Plays,Aristophanes/Moses Hadas,4.21,1984
Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,3.83,1998
Clouds/Wasps/Birds (Aristophanes 1),Aristophanes/Peter Meineck,3.77,1998
Lysistrata and Other Plays,Aristophanes/Alan H. Sommerstein,3.95,2003
Acharnians,Aristophanes/Jeffrey Henderson,3.42,2003
Clouds,Aristophanes/Kenneth James Dover,3.75,1969
Clouds/Wasps/Peace,Aristophanes/Jeffrey Henderson,4.07,1998
Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes/David B. Barrett,3.94,1964
Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes/Dudley Fitts,4.03,2003
Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes/Jeffrey Henderson,4.21,2002
Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,2.8,1983
Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,4.07,1995
Lysistrata,Aristophanes/Douglass Parker,3.85,1970
Peace,Aristophanes/S. Douglas Olson,3.6,1999
Lysistrata,Aristophanes/Sarah Ruden,3.85,2003
The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes/Alan H. Sommerstein/David B. Barrett/David Brett,3.69,1978
Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,4.33,2000
The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,2004
The Night Gardener,George Pelecanos,3.64,2006
Twelfth Night,William Shakespeare,3.98,2004
Brokeback Mountain,Annie Proulx,3.94,2005
Getting Things Done: The Art of Stress-Free Productivity,David    Allen,3.99,2002
Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,3.46,2001
Formas breves,Ricardo Piglia,4.17,2001
El último lector,Ricardo Piglia,4.14,2009
Money to Burn,Ricardo Piglia/Amanda Hopkinson,3.76,2004
Respiración artificial,Ricardo Piglia,3.96,2008
Plata quemada,Ricardo Piglia,3.76,2005
American Government: Continuity and Change  Alternate Edition,Karen  O'Connor/Larry J. Sabato,2.83,2005
Essentials of American and Texas Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,3.5,2005
El túnel,Ernesto Sabato,4.05,2003
The Confessions (Works of Saint Augustine 1),Augustine of Hippo/John E. Rotelle/Maria Boulding,3.92,2002
The City of God,Augustine of Hippo/Thomas Merton/Marcus Dods,3.92,2000
The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo/Bruce Harbert/John E. Rotelle,4.04,1999
Augustine of Hippo: A Biography,Peter R.L. Brown,4.27,2000
On Christian Doctrine,Augustine of Hippo/D.W. Robertson Jr.,4.03,1958
Confessions  Books 1-13,Augustine of Hippo/Peter R.L. Brown/Frank Sheed,3.92,1993
Saint Augustine,Garry Wills,3.55,2005
Augustine: A Very Short Introduction,Henry Chadwick,3.71,2001
On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo/Boniface Ramsey/Edmund Hill,3.94,2004
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,4.07,2001
Confesiones de un chef,Anthony Bourdain,4.07,2003
The Metamorphoses of Ovid,Ovid/Allen Mandelbaum,4.05,1995
Metamorphoses,Ovid/David Raeburn/Denis Feeney,4.05,2004
Metamorphoses,Ovid/Bernard Knox/Charles    Martin,4.05,2003
Ovid's Metamorphoses: Books 1-5,Ovid/William Scovil Anderson,4.27,1998
Ovid’s Metamorphoses: Books 6-10,Ovid/William Scovil Anderson,4.32,1978
Latin Via Ovid: A First Course,Norma Goldman/Jacob E. Nyenhuis,4.36,1982
The Art of Love and Other Poems,Ovid/J.H. Mozley/G.P. Goold,4.02,1929
The Poems of Exile: Tristia and the Black Sea Letters,Ovid/Peter Green,4.12,2005
Metamorphoses: Volume 2  Books IX-XV,Ovid/Frank Justus Miller,4.52,1985
Metamorphoses: Volume I  Books I-VIII,Ovid/Frank Justus Miller,4.42,1977
Practice! Practice!: A Latin Via Ovid Workbook,Norma Goldman/Michael  Rossi,4.08,1995
Tibullus: A Commentary,Michael C.J. Putnam,3.71,1979
Dionysiac Poetics and Euripides' Bacchae,Charles Segal,4.62,1997
Antigone,Sophocles/Reginald Gibbons/Charles Segal,3.64,2007
Antigone,Sophocles/Reginald Gibbons/Charles Segal,3.64,2003
Object-Oriented Programming in C++,Richard Johnsonbaugh/Martin Kalin,4.07,1999
The Iliad,Homer/Robert Fitzgerald,3.86,1992
Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,3.79,2005
Reading Greek Tragedy,Simon Goldhill,4.12,1986
Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,3.4,2002
Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,3.73,1995
2012: The Return of Quetzalcoatl,Daniel Pinchbeck,3.42,2006
Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck/Lee Fukui,4.06,2003
Them: Adventures with Extremists,Jon Ronson,3.95,2003
The Men Who Stare at Goats,Jon Ronson,3.61,2006
Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,4.03,2005
Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,3.87,1997
Into the Wild,Jon Krakauer,3.98,1997
Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,3.92,2001
Wild Swans: Three Daughters of China,Jung Chang,4.26,2003
Wild Fire (John Corey  #4),Nelson DeMille,4.01,2006
Born to Be Wild,Catherine Coulter,3.78,2006
The Call of the Wild,Jack London/Avi,3.86,2001
Wild About Books,Judy Sierra/Marc Brown,4.17,2004
In Web Design for Libraries,Charles P. Rubenstein,2.67,2006
Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,3.63,2002
The History of Sexuality 1: An Introduction,Michel Foucault/Robert Hurley,4.04,1978
The History of Sexuality  Volume 1: The Will to Knowledge,Michel Foucault/Robert Hurley,4.04,1998
The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault/Robert Hurley,4.08,1998
The Making of Pride and Prejudice,Sue Birtwistle/Sue Conklin/Susie Conklin,4.45,1995
Pride and Prejudice,Jane Austen,4.26,2004
Pride & Prejudice,Jane Austen/Vivien Jones,4.26,2005
Pride and Prejudice,Jane Austen/George Saintsbury/Hugh  Thomson,4.26,2005
Pride and Prejudice,Jane Austen/Carol Howard,4.26,2004
Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,4.0,2003
Iceland: Land of the Sagas,David  Roberts/Jon Krakauer,3.71,1998
Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.17,1999
In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан Альбанов,4.01,2001
The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,3.68,2006
La Tierra es plana: Breve historia del mundo globalizado del siglo XXI,Thomas L. Friedman,3.68,2006
The Avalanche Handbook,David McClung/Peter Schaerer,4.07,2006
Avalanche,Arthur J. Roth,3.65,1989
Little Women,Louisa May Alcott,4.07,2004
Little Women (Little Women  #1),Louisa May Alcott/Scott McKowen,4.07,2004
Little Women,Louisa May Alcott/Paula Danziger,4.07,2000
Little Women,Louisa May Alcott/Jessie Willcox Smith/Frank T. Merrill,4.07,2002
Little Women  Little Men  Jo's Boys,Louisa May Alcott/Elaine Showalter,4.33,2005
Little Women,Louisa May Alcott,4.07,2004
A Tale of Two Cities,Charles Dickens/Keith Cox/Cynthia Brantley Johnson,3.84,2004
A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.84,2004
A Tale of Two Cities: Charles Dickens,SparkNotes,4.0,2002
A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.84,2003
A Tale of Two Cities,Charles Dickens/Simon Schama,3.84,1993
Den of Thieves,James B. Stewart,4.16,1992
Den of Thieves (Cat Royal  #3),Julia Golding,4.21,2007
Charles Dickens: Four Novels:  Great Expectations  Hard Times  A Christmas Carol  and A Tale of Two Cities,Charles Dickens,4.3,1993
Bleak House,Charles Dickens/Mary Gaitskill/Hablot Knight Browne,4.01,2002
David Copperfield,Charles Dickens/Gish Jen,3.99,2006
